"","X","Year","Company","Vineyard","Treatment","Rep","TreatmentAge","ShootCt","ClusterCt","FFNS","ShootMCane","ShootFtCane","ClusterMCane","ClusterFtCane","ShootCt.1","PreClusterCt","PostClusterCt","PercThin","FFNS.1","ShootMRow","ShootFtRow","ShootMCane.1","ShootFtCane.1","PreClMRow","PreClFtRow","PreClMCane","PreClFtCane","PostClMRow","PostClFtRow","PostClMCane","PostClFtCane","LeafN","LeafP","LeafK","LeafCa","LeafMg","LeafB","LeafCu","LeafFe","LeafMn","LeafZn","LeafNa","PetN","PetP","PetK","PetCa","PetMg","PetB","PetCu","PetFe","PetMn","PetZn","PetNa","TSS","pH","TA","ammoniaN","aaN","YAN","HarvestDate","ClusterCt.1","ClusterWt","Yield","KgMRow","LbFtRow","KgMCane","LbFtCane","ClusterMRow","ClusterFtRow","ClusterMCane.1","ClusterFtCane.1","ShootCt.2","PW","Canewt","PWMRow","PWFtRow","PWMCane","PWFtCane","ShootMRow.1","ShootFtRow.1","ShootMCane.2","ShootFtCane.2","Ravaz","anthos.std","tannins.std","phenolics.std","grid_num","ID","Y_Tavg","Y_Tmin","Y_Tmax","Y_Pr","GS_Tavg","GS_Tmin","GS_Tmax","GS_Pr","GS_Hug","GS_Gdd","DS_Pr","DS_Pr2mm","BB_Tavg","BB_Tmin","BB_Tmax","BB_Pr","BB_Tmin0C","FLO_Tavg","FLO_Tmin","FLO_Tmax","FLO_Pr","FLO_Pr2mm","FLO_Tmax35C","VER_Tavg","VER_Tmin","VER_Tmax","VER_Pr","VER_Tmax35C","H_Tavg","H_Tmin","H_Tmax","H_Pr","H_Pr2mm","H_Tmax35C","DEC_Y_Tavg","DEC_Y_Tmin","DEC_Y_Tmax","DEC_Y_Pr","DEC_GS_Tavg","DEC_GS_Tmin","DEC_GS_Tmax","DEC_GS_Pr","DEC_GS_Hug","DEC_GS_Gdd","DEC_DS_Pr","DEC_DS_Pr2mm","GS_Etp","BB_Etp","FLO_Etp","VER_Etp","H_Etp","DEC_GS_Etp","BB_B_Hu","B_V_Hu","V_H_Hu","BB_H_Hu","GS_XL_Hu","BB_B_nDays","B_V_nDays","V_H_nDays","BB_H_nDays","INI_Tavg","INI_Tmin","INI_Tmax","INI_Ra_net","INI_Pr","FLO_Ra_net","VER_Water_deficit","lon","lat","Rootstock"
"11",11,2013,"Adelsheim","RS","NoThin",2,1,19.05,30,1.58,12.53,3.81,19.74,6,19.2,33.4,33.4,0,1.74,12.63,3.84,12.63,3.84,21.97,6.68,21.97,6.68,21.97,6.68,21.97,6.68,1.75,0.15,1.37,1.71,0.27,22,5,167,229,64,0.01,0.46,0.15,2.99,1.35,0.78,23,8,61,429,100,0.02,20,3.42,5.8,31,86,112,41551,33.3,98.59,3.27,2.15,1.44,2.15,1.44,21.91,6.66,21.91,6.66,18.7,1.06,63.53,0.69,0.47,0.69,0.23,12.27,3.74,12.27,3.74,3.09,618,390,1008,1310,1310,11.17695816,6.1681513,16.18576502,745.8277076,15.61462624,9.512664647,21.71658783,476.2202489,2575.92479,1248.199623,159.127236,21,12.57286365,6.786016876,18.35971043,159.1448372,0,15.81687663,9.953611895,21.68014137,33.64779686,6,0,20.10149205,12.59831112,27.60467299,7.722947181,0,17.48577089,12.07150278,22.90003899,251.9706424,20,0,11.88087016,6.726912988,17.03482733,1210.839363,16.03675914,9.676881168,22.39663711,367.7856181,2747.146192,1331.738971,92.72464058,13.8,790.0003381,216.1460345,90.87950071,284.3244679,153.3625646,829.7367008,246.1205097,593.6573403,368.8311235,1190.079586,1248.199623,71,63,49,181,15.79404594,10.3258788,21.26221308,18.86092463,24.40238361,411.1687282,276.6015207,-123.069801113875,45.3706254983447,"3309"
"12",12,2013,"Adelsheim","RS","NoThin",3,1,18.85,31.25,1.66,12.4,3.77,20.56,6.25,20.3,33.8,33.8,0,1.68,13.36,4.06,13.36,4.06,22.24,6.76,22.24,6.76,22.24,6.76,22.24,6.76,1.92,0.15,1.01,1.65,0.4,20,7,171,336,37,0.01,0.47,0.16,1.63,1.33,1.18,22,5,56,939,84,0.02,20.9,3.38,5.7,37,91,121,41551,33.8,113.74,3.85,2.53,1.7,2.53,1.7,22.24,6.76,22.24,6.76,19.4,0.97,56.15,0.64,0.43,0.64,0.21,12.73,3.88,12.73,3.88,3.98,547,428,975,1310,1310,11.17695816,6.1681513,16.18576502,745.8277076,15.61462624,9.512664647,21.71658783,476.2202489,2575.92479,1248.199623,159.127236,21,12.57286365,6.786016876,18.35971043,159.1448372,0,15.81687663,9.953611895,21.68014137,33.64779686,6,0,20.10149205,12.59831112,27.60467299,7.722947181,0,17.48577089,12.07150278,22.90003899,251.9706424,20,0,11.88087016,6.726912988,17.03482733,1210.839363,16.03675914,9.676881168,22.39663711,367.7856181,2747.146192,1331.738971,92.72464058,13.8,790.0003381,216.1460345,90.87950071,284.3244679,153.3625646,829.7367008,246.1205097,593.6573403,368.8311235,1190.079586,1248.199623,71,63,49,181,15.79404594,10.3258788,21.26221308,18.86092463,24.40238361,411.1687282,276.6015207,-123.069801113875,45.3706254983447,"3309"
"13",13,2013,"Roserock","Roserock","1cls",1,2,13.4,17.95,1.35,13.4,4.09,17.95,5.47,12.7,18.8,11.4,38.84,0.9,12.7,3.87,12.7,3.87,18.8,5.73,18.8,5.73,11.4,3.48,11.4,3.48,2.39,0.16,1.09,2.13,0.37,26,6,119,317,50,0.01,0.56,0.08,1.04,1.49,0.87,24,5,58,582,50,0.02,20.7,3.35,6.9,96,134,213,41550,10.4,79.42,0.83,0.83,0.56,0.83,0.56,10.4,3.17,10.4,3.17,12.1,0.56,50.72,0.56,0.38,0.56,0.38,12.1,3.69,12.1,3.69,1.48,758,343,1101,1356,1356,11.07920383,5.72125614,16.43715152,770.81393,15.48661729,8.942609897,22.03062469,470.3396531,2579.345619,1224.128735,143.0469679,18,12.60186743,6.443127246,18.76060762,130.6932492,0,15.70303543,9.676479229,21.72959164,42.02821402,7,0,20.13079807,12.01928502,28.24231111,8.088621327,0,16.99019705,10.95922731,23.02116678,243.4802,18,0,11.83004455,6.271163959,17.38892515,1184.046532,15.86644679,9.022304334,22.71058924,394.2275697,2744.380196,1297.707357,106.3397003,15,808.380998,222.2983915,90.74298348,294.3565316,158.2192782,851.2274577,245.7302047,594.0690144,352.1814468,1175.219274,1224.128735,71,63,50,182,16.12524919,10.17995766,22.07054072,19.51543384,36.37099604,416.9747318,286.2679102,-123.114290359184,44.9809667566161,"RIPG"
"14",14,2013,"Roserock","Roserock","1cls",2,2,12.85,17.55,1.36,12.85,3.92,17.55,5.35,12.7,17.8,11.8,33.79,0.93,12.7,3.87,12.7,3.87,17.8,5.43,17.8,5.43,11.8,3.6,11.8,3.6,2.18,0.17,1.06,2.3,0.34,33,6,162,373,59,0.01,0.5,0.14,1.19,1.69,0.79,28,4,67,965,52,0.03,20,3.34,6.7,78,110,174,41550,11.9,80.76,0.96,0.96,0.65,0.96,0.65,11.9,3.63,11.9,3.63,12.1,0.32,29.34,0.32,0.21,0.32,0.21,12.1,3.69,12.1,3.69,3.05,779,339,1118,1356,1356,11.07920383,5.72125614,16.43715152,770.81393,15.48661729,8.942609897,22.03062469,470.3396531,2579.345619,1224.128735,143.0469679,18,12.60186743,6.443127246,18.76060762,130.6932492,0,15.70303543,9.676479229,21.72959164,42.02821402,7,0,20.13079807,12.01928502,28.24231111,8.088621327,0,16.99019705,10.95922731,23.02116678,243.4802,18,0,11.83004455,6.271163959,17.38892515,1184.046532,15.86644679,9.022304334,22.71058924,394.2275697,2744.380196,1297.707357,106.3397003,15,808.380998,222.2983915,90.74298348,294.3565316,158.2192782,851.2274577,245.7302047,594.0690144,352.1814468,1175.219274,1224.128735,71,63,50,182,16.12524919,10.17995766,22.07054072,19.51543384,36.37099604,416.9747318,286.2679102,-123.114290359184,44.9809667566161,"RIPG"
"15",15,2013,"Roserock","Roserock","1cls",3,2,12.4,16.15,1.3,12.4,3.78,16.15,4.92,12.8,17.7,11.8,34.95,0.93,12.8,3.9,12.8,3.9,17.7,5.4,17.7,5.4,11.8,3.6,11.8,3.6,2,0.15,1.19,2.21,0.38,30,5,140,415,49,0.01,0.55,0.08,1.4,1.65,0.67,27,4,55,804,50,0.02,20.5,3.43,6.4,67,136,191,41550,11.7,82.31,0.96,0.96,0.65,0.96,0.65,11.7,3.57,11.7,3.57,12.5,0.44,39,0.44,0.3,0.44,0.3,12.5,3.81,12.5,3.81,2.18,694,351,1045,1356,1356,11.07920383,5.72125614,16.43715152,770.81393,15.48661729,8.942609897,22.03062469,470.3396531,2579.345619,1224.128735,143.0469679,18,12.60186743,6.443127246,18.76060762,130.6932492,0,15.70303543,9.676479229,21.72959164,42.02821402,7,0,20.13079807,12.01928502,28.24231111,8.088621327,0,16.99019705,10.95922731,23.02116678,243.4802,18,0,11.83004455,6.271163959,17.38892515,1184.046532,15.86644679,9.022304334,22.71058924,394.2275697,2744.380196,1297.707357,106.3397003,15,808.380998,222.2983915,90.74298348,294.3565316,158.2192782,851.2274577,245.7302047,594.0690144,352.1814468,1175.219274,1224.128735,71,63,50,182,16.12524919,10.17995766,22.07054072,19.51543384,36.37099604,416.9747318,286.2679102,-123.114290359184,44.9809667566161,"RIPG"
"16",16,2013,"Roserock","Roserock","2cls",1,2,12.6,17,1.34,12.6,3.84,17,5.18,13.3,18,17.6,5.56,1.35,13.3,4.05,13.3,4.05,18,5.49,18,5.49,17.6,5.37,17.6,5.37,2.04,0.15,1.24,2.49,0.38,27,5,95,350,70,0.01,0.49,0.12,1.39,1.81,0.88,27,6,67,649,56,0.03,20.3,3.24,7.2,56,87,133,41550,17.8,88.99,1.58,1.58,1.06,1.58,1.06,17.8,5.43,17.8,5.43,11.9,0.42,38.7,0.42,0.28,0.42,0.28,11.9,3.63,11.9,3.63,3.81,766,351,1117,1356,1356,11.07920383,5.72125614,16.43715152,770.81393,15.48661729,8.942609897,22.03062469,470.3396531,2579.345619,1224.128735,143.0469679,18,12.60186743,6.443127246,18.76060762,130.6932492,0,15.70303543,9.676479229,21.72959164,42.02821402,7,0,20.13079807,12.01928502,28.24231111,8.088621327,0,16.99019705,10.95922731,23.02116678,243.4802,18,0,11.83004455,6.271163959,17.38892515,1184.046532,15.86644679,9.022304334,22.71058924,394.2275697,2744.380196,1297.707357,106.3397003,15,808.380998,222.2983915,90.74298348,294.3565316,158.2192782,851.2274577,245.7302047,594.0690144,352.1814468,1175.219274,1224.128735,71,63,50,182,16.12524919,10.17995766,22.07054072,19.51543384,36.37099604,416.9747318,286.2679102,-123.114290359184,44.9809667566161,"RIPG"
"17",17,2013,"Roserock","Roserock","2cls",2,2,12.2,14.75,1.21,12.2,3.72,14.75,4.5,13.1,14.4,14.8,22.46,1.14,13.1,3.99,13.1,3.99,14.4,4.39,14.4,4.39,14.8,4.51,14.8,4.51,1.8,0.15,1.05,2.4,0.35,33,5,135,345,88,0.01,0.48,0.13,0.87,1.82,0.79,28,5,70,726,46,0.03,20.8,3.22,7.4,54,88,132,41550,15.8,88.42,1.4,1.4,0.94,1.4,0.94,15.8,4.82,15.8,4.82,10.6,0.41,44.24,0.41,0.28,0.41,0.28,10.6,3.23,10.6,3.23,3.4,701,339,1040,1356,1356,11.07920383,5.72125614,16.43715152,770.81393,15.48661729,8.942609897,22.03062469,470.3396531,2579.345619,1224.128735,143.0469679,18,12.60186743,6.443127246,18.76060762,130.6932492,0,15.70303543,9.676479229,21.72959164,42.02821402,7,0,20.13079807,12.01928502,28.24231111,8.088621327,0,16.99019705,10.95922731,23.02116678,243.4802,18,0,11.83004455,6.271163959,17.38892515,1184.046532,15.86644679,9.022304334,22.71058924,394.2275697,2744.380196,1297.707357,106.3397003,15,808.380998,222.2983915,90.74298348,294.3565316,158.2192782,851.2274577,245.7302047,594.0690144,352.1814468,1175.219274,1224.128735,71,63,50,182,16.12524919,10.17995766,22.07054072,19.51543384,36.37099604,416.9747318,286.2679102,-123.114290359184,44.9809667566161,"RIPG"
"18",18,2013,"Roserock","Roserock","2cls",3,2,12.05,14.35,1.2,12.05,3.67,14.35,4.38,13.2,15.2,14.3,25.69,1.14,13.2,4.02,13.2,4.02,15.2,4.63,15.2,4.63,14.3,4.36,14.3,4.36,1.87,0.14,1.27,2.16,0.2,31,4,108,348,75,0.01,0.44,0.1,1.34,1.73,0.47,25,9,59,901,52,0.03,21.2,3.4,6.2,37,86,116,41550,15.6,86.09,1.34,1.34,0.9,1.34,0.9,15.6,4.76,15.6,4.76,10.6,0.27,29.02,0.27,0.18,0.27,0.18,10.6,3.23,10.6,3.23,4.9,503,290,793,1356,1356,11.07920383,5.72125614,16.43715152,770.81393,15.48661729,8.942609897,22.03062469,470.3396531,2579.345619,1224.128735,143.0469679,18,12.60186743,6.443127246,18.76060762,130.6932492,0,15.70303543,9.676479229,21.72959164,42.02821402,7,0,20.13079807,12.01928502,28.24231111,8.088621327,0,16.99019705,10.95922731,23.02116678,243.4802,18,0,11.83004455,6.271163959,17.38892515,1184.046532,15.86644679,9.022304334,22.71058924,394.2275697,2744.380196,1297.707357,106.3397003,15,808.380998,222.2983915,90.74298348,294.3565316,158.2192782,851.2274577,245.7302047,594.0690144,352.1814468,1175.219274,1224.128735,71,63,50,182,16.12524919,10.17995766,22.07054072,19.51543384,36.37099604,416.9747318,286.2679102,-123.114290359184,44.9809667566161,"RIPG"
"19",19,2013,"BH","Justice","1cls",1,3,10.8,12.15,1.13,11.87,3.6,13.35,4.05,12.7,14.2,10.7,22.68,0.84,13.96,4.23,13.96,4.23,15.6,4.73,15.6,4.73,11.76,3.57,11.76,3.57,2.02,0.2,1.28,2.44,0.28,21,8,165,420,31,0.01,0.46,0.25,1.7,1.67,0.63,22,4,53,765,85,0.02,21.6,3.31,7.1,67,147,202,41556,10.7,74.3,0.8,0.87,0.58,0.87,0.58,11.76,3.57,11.76,3.57,11.1,0.53,58.68,0.58,0.39,0.58,0.39,12.14,3.7,12.14,3.7,1.49,573,463,1036,1412,1412,11.05886415,5.811958825,16.30576948,764.3110176,15.47826656,9.042991853,21.91354126,462.1336643,2565.417081,1221.818928,142.4025629,20,12.64755287,6.547240324,18.74786542,130.4203375,0,15.64916724,9.866969501,21.43136497,39.57277935,7,0,20.15134369,12.0533565,28.24933089,5.798238295,0,16.90685421,11.00638679,22.80732162,240.037522,17,0,11.77694414,6.319003889,17.23488439,1185.504283,15.83464084,9.073908371,22.5953733,381.3785075,2725.56416,1291.673664,101.33246,14.8,802.1072193,226.4648672,88.35616911,293.2990183,154.6049976,844.0893253,248.9798808,596.0478978,347.9801981,1175.657248,1221.818928,72,63,50,183,16.44017722,10.28381504,22.59653941,19.85533128,35.31999617,408.6946276,287.50078,-123.149440267382,45.033901954576,"SHWM"
"20",20,2013,"BH","Justice","1cls",2,3,11.2,13.85,1.23,12.31,3.73,15.22,4.62,11.4,15.2,10.6,28.12,0.95,12.53,3.8,12.53,3.8,16.7,5.07,16.7,5.07,11.65,3.53,11.65,3.53,2.12,0.15,1.68,2.31,0.31,18,7,135,417,23,0.01,0.52,0.1,3.04,1.41,0.49,20,5,54,754,81,0.02,21.5,3.37,6.8,112,188,280,41556,10.4,64.13,0.67,0.73,0.49,0.73,0.49,11.43,3.47,11.43,3.47,10.8,0.6,67.95,0.65,0.44,0.65,0.44,11.81,3.6,11.81,3.6,1.12,809,468,1277,1412,1412,11.05886415,5.811958825,16.30576948,764.3110176,15.47826656,9.042991853,21.91354126,462.1336643,2565.417081,1221.818928,142.4025629,20,12.64755287,6.547240324,18.74786542,130.4203375,0,15.64916724,9.866969501,21.43136497,39.57277935,7,0,20.15134369,12.0533565,28.24933089,5.798238295,0,16.90685421,11.00638679,22.80732162,240.037522,17,0,11.77694414,6.319003889,17.23488439,1185.504283,15.83464084,9.073908371,22.5953733,381.3785075,2725.56416,1291.673664,101.33246,14.8,802.1072193,226.4648672,88.35616911,293.2990183,154.6049976,844.0893253,248.9798808,596.0478978,347.9801981,1175.657248,1221.818928,72,63,50,183,16.44017722,10.28381504,22.59653941,19.85533128,35.31999617,408.6946276,287.50078,-123.149440267382,45.033901954576,"SHWM"
"21",21,2013,"BH","Justice","1cls",3,3,11.1,13.25,1.2,12.2,3.7,14.56,4.42,12.7,16.2,10.4,34.46,0.83,13.96,4.23,13.96,4.23,17.8,5.4,17.8,5.4,11.43,3.47,11.43,3.47,1.92,0.2,1.83,2.09,0.21,24,9,133,466,17,0.01,0.46,0.3,3.52,1.46,0.41,23,5,61,950,61,0.02,20.9,3.28,7.5,59,112,161,41556,9.6,88.02,0.85,0.92,0.62,0.92,0.62,10.55,3.2,10.55,3.2,10.4,0.41,48.45,0.45,0.3,0.45,0.3,11.37,3.47,11.37,3.47,2.08,650,429,1079,1412,1412,11.05886415,5.811958825,16.30576948,764.3110176,15.47826656,9.042991853,21.91354126,462.1336643,2565.417081,1221.818928,142.4025629,20,12.64755287,6.547240324,18.74786542,130.4203375,0,15.64916724,9.866969501,21.43136497,39.57277935,7,0,20.15134369,12.0533565,28.24933089,5.798238295,0,16.90685421,11.00638679,22.80732162,240.037522,17,0,11.77694414,6.319003889,17.23488439,1185.504283,15.83464084,9.073908371,22.5953733,381.3785075,2725.56416,1291.673664,101.33246,14.8,802.1072193,226.4648672,88.35616911,293.2990183,154.6049976,844.0893253,248.9798808,596.0478978,347.9801981,1175.657248,1221.818928,72,63,50,183,16.44017722,10.28381504,22.59653941,19.85533128,35.31999617,408.6946276,287.50078,-123.149440267382,45.033901954576,"SHWM"
"22",22,2013,"BH","Justice","NoThin",1,3,10.5,12.4,1.17,11.54,3.5,13.63,4.13,12,14.5,14.5,0,1.21,13.19,4,13.19,4,15.93,4.83,15.93,4.83,15.93,4.83,15.93,4.83,2.02,0.22,1.51,2.12,0.21,19,9,172,380,22,0.01,0.49,0.29,2.99,1.65,0.55,23,5,48,625,88,0.02,21.8,3.4,6.9,87,176,248,41556,14.3,72.52,1.04,1.13,0.76,1.13,0.76,15.71,4.77,15.71,4.77,10.6,0.67,77.91,0.73,0.49,0.73,0.49,11.59,3.53,11.59,3.53,1.55,574,416,990,1412,1412,11.05886415,5.811958825,16.30576948,764.3110176,15.47826656,9.042991853,21.91354126,462.1336643,2565.417081,1221.818928,142.4025629,20,12.64755287,6.547240324,18.74786542,130.4203375,0,15.64916724,9.866969501,21.43136497,39.57277935,7,0,20.15134369,12.0533565,28.24933089,5.798238295,0,16.90685421,11.00638679,22.80732162,240.037522,17,0,11.77694414,6.319003889,17.23488439,1185.504283,15.83464084,9.073908371,22.5953733,381.3785075,2725.56416,1291.673664,101.33246,14.8,802.1072193,226.4648672,88.35616911,293.2990183,154.6049976,844.0893253,248.9798808,596.0478978,347.9801981,1175.657248,1221.818928,72,63,50,183,16.44017722,10.28381504,22.59653941,19.85533128,35.31999617,408.6946276,287.50078,-123.149440267382,45.033901954576,"SHWM"
"23",23,2013,"BH","Justice","NoThin",2,3,11.35,14.25,1.26,12.47,3.78,15.66,4.75,12,17.2,17.2,0,1.46,13.19,4,13.19,4,18.9,5.73,18.9,5.73,18.9,5.73,18.9,5.73,2.16,0.23,1.55,2.17,0.2,19,8,164,363,36,0.01,0.54,0.29,3.4,1.67,0.48,24,5,48,677,104,0.02,21.7,3.45,6.7,79,175,240,41556,16.9,71.72,1.21,1.33,0.89,1.33,0.89,18.57,5.63,18.57,5.63,10.9,0.61,68.54,0.67,0.45,0.67,0.45,11.92,3.63,11.92,3.63,1.99,604,396,1000,1412,1412,11.05886415,5.811958825,16.30576948,764.3110176,15.47826656,9.042991853,21.91354126,462.1336643,2565.417081,1221.818928,142.4025629,20,12.64755287,6.547240324,18.74786542,130.4203375,0,15.64916724,9.866969501,21.43136497,39.57277935,7,0,20.15134369,12.0533565,28.24933089,5.798238295,0,16.90685421,11.00638679,22.80732162,240.037522,17,0,11.77694414,6.319003889,17.23488439,1185.504283,15.83464084,9.073908371,22.5953733,381.3785075,2725.56416,1291.673664,101.33246,14.8,802.1072193,226.4648672,88.35616911,293.2990183,154.6049976,844.0893253,248.9798808,596.0478978,347.9801981,1175.657248,1221.818928,72,63,50,183,16.44017722,10.28381504,22.59653941,19.85533128,35.31999617,408.6946276,287.50078,-123.149440267382,45.033901954576,"SHWM"
"24",24,2013,"BH","Justice","NoThin",3,3,10.85,13.35,1.24,11.92,3.62,14.67,4.45,11.9,14.8,14.8,0,1.32,13.08,3.97,13.08,3.97,16.26,4.93,16.26,4.93,16.26,4.93,16.26,4.93,2.02,0.16,1.6,2.31,0.25,23,7,144,427,23,0.01,0.46,0.15,3.39,1.65,0.48,26,6,51,766,75,0.02,21,3.36,7.4,57,130,177,41556,13.9,64.39,0.9,0.98,0.66,0.98,0.66,15.27,4.63,15.27,4.63,11,0.49,54.22,0.53,0.36,0.53,0.36,12.03,3.67,12.03,3.67,1.83,587,407,994,1412,1412,11.05886415,5.811958825,16.30576948,764.3110176,15.47826656,9.042991853,21.91354126,462.1336643,2565.417081,1221.818928,142.4025629,20,12.64755287,6.547240324,18.74786542,130.4203375,0,15.64916724,9.866969501,21.43136497,39.57277935,7,0,20.15134369,12.0533565,28.24933089,5.798238295,0,16.90685421,11.00638679,22.80732162,240.037522,17,0,11.77694414,6.319003889,17.23488439,1185.504283,15.83464084,9.073908371,22.5953733,381.3785075,2725.56416,1291.673664,101.33246,14.8,802.1072193,226.4648672,88.35616911,293.2990183,154.6049976,844.0893253,248.9798808,596.0478978,347.9801981,1175.657248,1221.818928,72,63,50,183,16.44017722,10.28381504,22.59653941,19.85533128,35.31999617,408.6946276,287.50078,-123.149440267382,45.033901954576,"SHWM"
"25",25,2013,"KWCCarter","Carter","1cls",1,2,19.4,28.9,1.49,10.6,3.23,15.79,4.82,17.7,28.3,17.1,38.61,0.97,9.67,2.95,9.67,2.95,15.46,4.72,15.46,4.72,9.34,2.85,9.34,2.85,2.07,0.3,0.82,2.67,0.32,37,13,274,441,18,0.01,0.48,0.3,1.33,1.84,1.04,28,6,192,1013,70,0.03,22.8,3.46,5,14,75,87,41554,17.1,113.16,1.94,1.06,0.71,1.06,0.71,9.34,2.85,9.34,2.85,17,0.6,40.15,0.33,0.22,0.33,0.22,9.3,2.83,9.3,2.83,3.22,680,453,1133,1410,1410,11.26939823,5.783994049,16.7548024,758.5309224,15.67389575,8.931622707,22.41616878,467.4925721,2659.793447,1259.311648,139.9173113,20,12.63198896,6.413193688,18.85078424,144.8470623,0,16.01607753,9.588855728,22.44329933,42.96651157,8,0,20.263072,11.96794764,28.55819637,14.10862788,0,17.87369272,11.61777398,24.12961146,234.2586997,16,0,11.99035127,6.28789014,17.6928124,1167.326794,16.03058225,8.988412022,23.07275247,391.9806486,2817.220041,1328.292474,107.6409368,15,826.5579875,222.1250283,95.2002562,299.8757078,159.9739504,869.0215406,249.7557938,603.8548385,370.0635579,1205.17173,1259.311648,71,63,47,179,16.05282966,10.20608727,21.89957205,19.44204287,37.85182488,431.2122353,285.7670799,-123.167622375972,44.9598139278417,"3309"
"26",26,2013,"KWCCarter","Carter","1cls",2,2,17.55,27.15,1.54,9.59,2.93,14.84,4.53,17.6,28.2,16.8,37.43,0.95,9.62,2.93,9.62,2.93,15.41,4.7,15.41,4.7,9.18,2.8,9.18,2.8,2.15,0.26,0.84,2.26,0.38,34,8,336,357,19,0.01,0.5,0.24,1.29,1.68,0.95,26,5,120,849,80,0.03,23.3,3.4,5.4,33,106,133,41554,16.8,121.49,2.04,1.12,0.75,1.12,0.75,9.18,2.8,9.18,2.8,17.5,0.92,58.11,0.5,0.34,0.5,0.34,9.57,2.92,9.57,2.92,2.21,680,467,1147,1410,1410,11.26939823,5.783994049,16.7548024,758.5309224,15.67389575,8.931622707,22.41616878,467.4925721,2659.793447,1259.311648,139.9173113,20,12.63198896,6.413193688,18.85078424,144.8470623,0,16.01607753,9.588855728,22.44329933,42.96651157,8,0,20.263072,11.96794764,28.55819637,14.10862788,0,17.87369272,11.61777398,24.12961146,234.2586997,16,0,11.99035127,6.28789014,17.6928124,1167.326794,16.03058225,8.988412022,23.07275247,391.9806486,2817.220041,1328.292474,107.6409368,15,826.5579875,222.1250283,95.2002562,299.8757078,159.9739504,869.0215406,249.7557938,603.8548385,370.0635579,1205.17173,1259.311648,71,63,47,179,16.05282966,10.20608727,21.89957205,19.44204287,37.85182488,431.2122353,285.7670799,-123.167622375972,44.9598139278417,"3309"
"27",27,2013,"KWCCarter","Carter","1cls",3,2,19.95,29,1.46,10.9,3.33,15.85,4.83,21.2,33.3,20.7,37.58,0.97,11.58,3.53,11.58,3.53,18.2,5.55,18.2,5.55,11.31,3.45,11.31,3.45,2.13,0.29,1.01,2.38,0.29,31,8,341,288,16,0.01,0.48,0.32,1.78,1.86,0.89,27,5,122,684,55,0.03,23.4,3.41,5.2,12,79,89,41554,21,113.95,2.39,1.31,0.88,1.31,0.88,11.48,3.5,11.48,3.5,21.2,0.85,44.44,0.46,0.31,0.46,0.31,11.59,3.53,11.59,3.53,2.83,677,433,1110,1410,1410,11.26939823,5.783994049,16.7548024,758.5309224,15.67389575,8.931622707,22.41616878,467.4925721,2659.793447,1259.311648,139.9173113,20,12.63198896,6.413193688,18.85078424,144.8470623,0,16.01607753,9.588855728,22.44329933,42.96651157,8,0,20.263072,11.96794764,28.55819637,14.10862788,0,17.87369272,11.61777398,24.12961146,234.2586997,16,0,11.99035127,6.28789014,17.6928124,1167.326794,16.03058225,8.988412022,23.07275247,391.9806486,2817.220041,1328.292474,107.6409368,15,826.5579875,222.1250283,95.2002562,299.8757078,159.9739504,869.0215406,249.7557938,603.8548385,370.0635579,1205.17173,1259.311648,71,63,47,179,16.05282966,10.20608727,21.89957205,19.44204287,37.85182488,431.2122353,285.7670799,-123.167622375972,44.9598139278417,"3309"
"28",28,2013,"KWCCarter","Carter","2cls",2,2,17.75,27.75,1.56,9.7,2.96,15.16,4.63,16.9,26.7,26.7,0,1.58,9.23,2.82,9.23,2.82,14.59,4.45,14.59,4.45,14.59,4.45,14.59,4.45,2.15,0.27,0.8,2.6,0.39,33,9,315,374,18,0.01,0.48,0.26,1.44,1.97,1.07,24,5,101,755,79,0.02,22,3.24,6.4,26,84,105,41554,25.5,134.78,3.44,1.88,1.26,1.88,1.26,13.93,4.25,13.93,4.25,17,0.89,58.33,0.48,0.33,0.48,0.33,9.3,2.83,9.3,2.83,3.88,601,390,991,1410,1410,11.26939823,5.783994049,16.7548024,758.5309224,15.67389575,8.931622707,22.41616878,467.4925721,2659.793447,1259.311648,139.9173113,20,12.63198896,6.413193688,18.85078424,144.8470623,0,16.01607753,9.588855728,22.44329933,42.96651157,8,0,20.263072,11.96794764,28.55819637,14.10862788,0,17.87369272,11.61777398,24.12961146,234.2586997,16,0,11.99035127,6.28789014,17.6928124,1167.326794,16.03058225,8.988412022,23.07275247,391.9806486,2817.220041,1328.292474,107.6409368,15,826.5579875,222.1250283,95.2002562,299.8757078,159.9739504,869.0215406,249.7557938,603.8548385,370.0635579,1205.17173,1259.311648,71,63,47,179,16.05282966,10.20608727,21.89957205,19.44204287,37.85182488,431.2122353,285.7670799,-123.167622375972,44.9598139278417,"3309"
